Start,End,"Fuel-
Cycle","Sample
Point",Power,Power,Temp. Recirc,FW flow,Recirc flow,RWCU A flow,RWCU B flow,"Cond
""CIS""","Cond.
Recirc","Cond.
RWCU Inlet","Cond.
RWCU A","Cond.
RWCU B",H2-feedrate FW,O_rw,Fe_rw,Cr_rw,Cu_rw,Mn_rw,Co_rw,Ni_rw,Zn_rw,SiO2_rw,H3B03_rw,Pt_rw,Na_rw,Fe_fw,Co_fw,Zn_fw,Mn_fw
12/12/2011,12/18/2011,28,TV71,99.2,"3,573",275,"1,969",87,9.8,9.7,0.167,0.154,0.096,0.069,0.060,17.4,0,9.00,0.020,0.050,,0.032,0.420,6.3,18,59,0.196,5.5,0.17,0.004,0.49,
12/19/2011,12/25/2011,28,TV71,98.4,"3,544",275,"1,952",88,9.8,9.7,0.112,0.110,0.096,0.057,0.056,17.2,0,8.10,0.020,0.060,,0.030,0.380,6.0,17,45,0.120,1.3,0.21,0.004,0.49,
12/26/2011,1/1/2012,28,TV71,97.2,"3,500",275,"1,925",86,9.8,9.7,0.105,0.105,0.096,0.058,0.056,16.8,0,,,,,,,,15,,,,,,,
1/2/2012,1/8/2012,28,TV71,98.0,"3,528",275,"1,943",87,9.6,9.5,0.103,0.103,0.096,0.061,0.057,17.1,0,,,,0.193,,,6.4,20,55,0.044,,,,0.49,0.025
1/9/2012,1/15/2012,28,TV71,98.4,"3,544",275,"1,952",87,9.6,9.5,0.101,0.101,0.096,0.063,0.057,17.1,0,5.30,,0.080,0.198,0.035,0.370,6.4,25,73,0.024,,0.16,,0.52,
1/16/2012,1/22/2012,28,,97.9,"3,523",275,"1,939",86,9.6,9.6,0.090,0.098,0.086,0.065,0.058,16.9,0,2.85,,0.060,0.113,0.027,0.265,6.6,25,85,0.016,,0.08,,0.51,
1/23/2012,1/29/2012,28,,98.7,"3,552",276,"1,957",90,9.5,9.5,0.083,0.098,0.083,0.066,0.059,17.1,2,0.80,,0.040,0.107,0.020,0.120,7.2,30,105,0.015,,0.18,,0.46,
1/30/2012,2/5/2012,28,,97.5,"3,511",275,"1,931",88,9.7,9.6,0.084,0.100,0.084,0.067,0.060,16.8,2,1.20,,0.040,,0.020,0.150,7.2,30,125,0.012,,0.25,,0.47,
2/6/2012,2/12/2012,28,,97.6,"3,513",275,"1,933",87,9.9,9.8,0.083,0.099,0.083,0.059,0.061,16.8,2,1.20,,0.040,,0.020,0.130,7.5,23,110,0.009,,0.38,,0.48,
2/13/2012,2/19/2012,28,,98.5,"3,545",275,"1,953",89,9.8,9.7,0.081,0.098,0.081,0.056,0.061,17.1,2,0.90,,0.040,,0.020,0.130,7.3,27,127,0.010,,0.24,,0.46,
2/20/2012,2/26/2012,28,,98.7,"3,552",275,"1,957",89,9.7,9.6,0.082,0.098,0.082,0.057,0.062,17.1,1,0.80,,0.040,,0.020,0.120,7.3,32,150,0.005,,0.13,,0.47,
2/27/2012,3/4/2012,28,,99.0,"3,565",276,"1,965",89,9.7,9.6,0.082,0.099,0.082,0.057,0.062,17.2,1,0.70,,0.030,,0.020,0.190,7.5,35,203,0.005,,0.10,,0.44,
3/5/2012,3/11/2012,28,,98.5,"3,548",275,"1,954",88,9.7,9.6,0.083,0.099,0.082,0.056,0.059,17.1,1,1.00,,0.040,,0.020,0.110,7.6,30,223,0.006,,0.12,0.003,0.44,
3/12/2012,3/18/2012,28,TV71,99.2,"3,571",275,"1,969",89,9.7,9.6,0.118,0.126,0.105,0.056,0.056,17.4,3,5.30,0.010,0.060,,0.026,0.360,6.7,18,105,0.092,5.5,0.10,0.003,0.44,
3/19/2012,3/25/2012,28,TV71,98.8,"3,555",275,"1,959",88,9.7,9.6,0.105,0.113,0.098,0.056,0.056,17.3,2,7.30,0.010,0.070,,0.035,0.480,6.2,23,138,0.035,,0.14,0.003,0.44,
3/26/2012,4/1/2012,28,,99.4,"3,578",276,"1,973",89,9.8,9.7,0.082,0.106,0.081,0.057,0.057,17.4,2,1.80,,0.050,,0.022,0.100,6.9,30,180,0.017,,0.13,,0.42,
4/2/2012,4/8/2012,28,,99.4,"3,577",276,"1,973",89,9.8,9.7,0.080,0.100,0.080,0.057,0.058,17.4,2,1.40,,0.060,,0.018,0.080,7.1,38,258,0.011,,0.11,0.005,0.43,
4/9/2012,4/15/2012,28,,99.3,"3,574",276,"1,971",89,9.8,9.7,0.080,0.097,0.080,0.058,0.058,17.3,1,1.10,,0.060,,0.017,0.090,7.5,48,335,0.007,,0.07,0.004,0.42,
4/16/2012,4/22/2012,28,,99.2,"3,572",276,"1,970",89,9.7,9.6,0.080,0.098,0.080,0.058,0.058,17.3,1,1.00,,0.040,,0.018,0.100,7.4,52,365,0.005,,0.09,0.004,0.41,
4/23/2012,4/29/2012,28,,98.2,"3,536",275,"1,947",88,9.7,9.6,0.082,0.098,0.083,0.059,0.059,16.9,1,1.30,0.010,,,0.024,0.160,7.2,55,407,0.005,,0.07,0.004,0.39,
4/30/2012,5/6/2012,28,,99.3,"3,575",276,"1,971",89,9.7,9.6,0.083,0.099,0.083,0.060,0.060,17.3,1,1.00,,0.130,,0.020,0.130,7.5,65,545,0.004,,0.09,0.004,0.39,
5/7/2012,5/13/2012,28,,98.3,"3,537",275,"1,948",88,9.6,9.5,0.082,0.098,0.083,0.059,0.059,17.0,1,0.90,,0.100,,0.019,0.120,7.9,72,673,0.003,,0.13,0.005,0.40,
5/14/2012,5/20/2012,28,,99.5,"3,582",276,"1,975",91,9.7,9.6,0.082,0.099,0.081,0.058,0.058,17.3,1,1.00,,0.090,,0.019,0.090,7.7,27,235,0.003,,0.18,0.005,0.41,
5/21/2012,5/27/2012,28,TV71,99.6,"3,585",276,"1,977",92,9.7,9.6,0.131,0.125,0.105,0.058,0.058,17.4,1,4.20,,0.050,,0.030,0.320,7.2,38,361,0.034,6.0,0.11,0.004,0.44,
5/28/2012,6/3/2012,28,TV71,99.4,"3,577",276,"1,973",94,9.8,9.7,0.103,0.103,0.106,0.059,0.059,17.4,2,4.90,,0.050,,0.032,0.330,7.7,48,420,0.015,,0.04,0.004,0.46,
6/4/2012,6/10/2012,28,,96.9,"3,488",276,"1,918",90,9.6,9.6,0.092,0.103,0.090,0.059,0.059,16.7,2,,,,,,,7.8,58,455,,,0.19,,0.45,
6/11/2012,6/17/2012,28,,98.4,"3,541",277,"1,951",96,9.6,9.5,0.083,0.103,0.084,0.060,0.060,17.6,1,0.70,,0.080,,0.016,0.070,8.7,67,530,0.011,,0.09,0.004,0.45,
6/18/2012,6/24/2012,28,,96.2,"3,463",276,"1,903",92,9.2,9.5,0.086,0.105,0.086,0.058,0.058,17.4,2,0.70,,0.010,,0.018,0.080,8.9,43,340,0.007,,0.15,,0.41,
6/25/2012,7/1/2012,28,,95.7,"3,445",276,"1,892",88,9.7,9.6,0.084,0.105,0.085,0.057,0.057,17.3,2,1.10,,0.090,,0.017,0.060,8.1,35,223,0.008,,0.11,,0.41,
7/2/2012,7/8/2012,28,,98.5,"3,547",277,"1,954",96,9.7,9.6,0.084,0.102,0.084,0.058,0.058,18.0,2,1.20,,0.070,,0.017,0.080,8.5,45,285,0.006,,0.06,0.004,0.40,
7/9/2012,7/15/2012,28,,98.7,"3,553",277,"1,958",99,9.7,9.6,0.084,0.101,0.084,0.059,0.059,18.1,2,0.70,,0.070,,0.018,0.070,8.5,62,410,0.005,,0.03,,0.40,
7/16/2012,7/22/2012,28,,97.5,"3,510",277,"1,931",100,9.7,9.6,0.085,0.101,0.086,0.060,0.059,17.7,2,0.90,,0.090,,0.016,0.080,9.0,68,455,0.004,,0.03,0.004,0.40,
7/23/2012,7/29/2012,28,,94.3,"3,396",277,"1,860",96,9.6,9.6,0.089,0.107,0.090,0.057,0.057,16.8,1,0.70,,0.080,,0.016,0.080,9.4,47,330,0.002,,0.06,0.004,0.40,
7/30/2012,8/5/2012,28,,87.6,"3,154",277,"1,721",93,9.7,9.6,0.089,0.109,0.096,0.056,0.057,15.4,2,,,,,,,9.4,40,195,0.005,,,,0.39,
8/6/2012,8/12/2012,shutdown,,1.5,54,66,50,33,4.5,4.6,0.423,0.358,0.630,0.258,0.168,0.1,50,,,,,,,,58,,,,,,,
8/13/2012,8/19/2012,shutdown,,0.0,2,32,49,31,-0.3,0.0,1.000,0.418,0.895,0.520,0.278,0.0,,,,,,,,,80,,,,,,,
8/20/2012,8/26/2012,shutdown,,0.1,2,31,67,31,-1.3,-0.3,1.100,0.508,0.955,0.611,0.412,0.0,,,,,,,,,78,,,,,,,
8/27/2012,9/2/2012,shutdown,,0.1,3,30,63,31,-0.7,-0.5,1.000,0.639,1.060,0.735,0.599,0.0,,,,,,,,,90,,,,,,,
9/3/2012,9/9/2012,shutdown,,0.0,0,28,61,30,-0.5,-0.5,1.200,0.780,1.153,0.859,0.793,0.0,,,,,,,,14.2,87,195,,,,,,
9/10/2012,9/16/2012,shutdown,,0.0,0,32,59,31,-0.2,-0.1,1.433,0.905,1.220,0.947,0.940,0.0,,,,,,,,,92,,,,,,,
9/17/2012,9/23/2012,shutdown,,0.0,0,27,21,31,2.7,0.0,1.067,0.996,1.282,0.996,0.931,0.0,,,,,,,,,90,,,,,,,
9/24/2012,9/30/2012,shutdown,,0.0,0,27,0,31,0.7,0.0,1.000,1.086,1.338,0.998,0.990,0.0,,,,,,,,,90,,,,,,,
10/1/2012,10/7/2012,shutdown,,0.0,0,27,0,31,-0.1,0.0,1.000,1.168,1.392,0.998,0.993,0.0,,,,,,,,,90,,,,,,,
10/8/2012,10/14/2012,shutdown,,0.0,0,27,0,31,-0.1,0.0,1.000,1.248,1.440,0.997,0.993,0.0,,,,,,,,,95,,,,,,,
10/15/2012,10/21/2012,shutdown,,0.0,0,37,19,32,-0.1,0.0,1.000,1.326,1.492,0.998,0.994,0.0,,,,,,,,,93,140,,,,,,
10/22/2012,10/28/2012,shutdown,,1.3,45,98,66,36,2.8,2.8,0.836,2.661,1.250,0.707,0.713,0.1,,,,,,,,,90,,,,,,,
10/29/2012,11/4/2012,29,,75.6,"2,722",273,"1,464",70,9.3,9.1,0.316,0.227,0.195,0.080,0.084,12.5,2,,,,,,,3.9,120,395,,,,,,
11/5/2012,11/11/2012,29,,99.9,"3,596",276,"1,984",89,8.3,9.1,0.105,0.121,0.091,0.065,0.063,18.1,2,2.40,,0.290,,0.034,0.130,6.8,122,563,0.015,9.4,0.30,0.004,0.49,
11/12/2012,11/18/2012,29,,100.0,"3,600",276,"1,986",91,9.1,9.4,0.114,0.136,0.086,0.060,0.059,18.4,3,1.80,,0.200,,0.027,0.190,7.2,38,319,0.006,,0.47,0.004,,
11/19/2012,11/25/2012,29,,100.0,"3,598",277,"1,985",91,9.4,9.2,0.095,0.126,0.085,0.061,0.061,18.4,3,1.40,,0.160,,0.027,0.280,7.9,60,555,0.006,,0.14,0.004,,
11/26/2012,12/2/2012,29,,100.0,"3,600",276,"1,986",91,9.3,9.2,0.088,0.137,0.089,0.058,0.058,18.4,< 1,1.20,,0.120,,0.024,0.120,8.6,40,373,0.002,,0.11,0.004,0.42,
12/3/2012,12/9/2012,29,,99.9,"3,598",276,"1,985",91,9.3,9.2,0.088,0.134,0.088,0.058,0.058,18.4,< 1,1.30,,0.110,,0.023,0.080,8.8,35,283,0.002,,0.17,0.004,0.45,
12/10/2012,12/16/2012,29,,100.0,"3,600",276,"1,986",91,9.2,9.1,0.087,0.125,0.088,0.059,0.059,18.4,< 1,1.20,,0.110,,0.024,0.200,9.2,48,355,0.001,,,,,
12/17/2012,12/23/2012,29,,95.9,"3,452",276,"1,895",85,9.2,9.1,0.086,0.111,0.089,0.060,0.060,17.1,< 1,1.10,,0.110,,0.021,0.110,9.5,57,493,0.001,,0.16,,,
12/24/2012,12/30/2012,29,,100.0,"3,600",277,"1,986",95,9.4,9.2,0.084,0.117,0.085,0.061,0.061,18.4,< 1,,,,,,,,70,,,,,,,
12/31/2012,1/6/2013,29,,100.0,"3,600",277,"1,986",94,9.3,9.2,0.084,0.102,0.085,0.061,0.061,18.4,< 1,,,,0.125,,,9.9,80,705,< 0.001,,,,,0.027
1/7/2013,1/13/2013,29,,100.0,"3,600",277,"1,986",94,9.2,9.1,0.089,0.102,0.095,0.059,0.059,18.4,< 1,,,,0.181,,,9.4,68,380,0.003,,0.21,0.004,0.43,0.036
1/14/2013,1/20/2013,29,TV71,99.9,"3,597",277,"1,984",94,9.3,9.2,0.147,0.150,0.106,0.058,0.058,18.4,< 1,5.40,,0.100,0.235,0.029,0.300,9.0,35,266,0.030,5.6,0.20,0.004,0.42,
1/21/2013,1/27/2013,29,TV71,100.0,"3,600",277,"1,986",95,9.2,9.1,0.155,0.142,0.106,0.058,0.059,18.4,< 1,7.90,,0.080,0.248,0.031,0.340,8.7,45,328,0.105,5.8,0.19,0.003,0.41,0.037
1/28/2013,2/3/2013,29,TV71,100.0,"3,600",277,"1,986",95,9.2,9.1,0.117,0.116,0.106,0.059,0.059,18.4,< 1,7.40,,0.090,,0.030,0.320,8.7,52,378,0.034,,0.09,0.004,0.41,0.033
2/4/2013,2/10/2013,29,TV71,100.0,"3,600",277,"1,985",95,9.2,9.1,0.114,0.113,0.106,0.059,0.060,18.4,< 1,7.90,,0.154,,0.029,0.315,8.6,67,455,0.021,,0.36,0.004,,
2/11/2013,2/17/2013,29,TV71,99.9,"3,598",277,"1,984",94,9.2,9.1,0.096,0.100,0.089,0.060,0.060,18.4,< 1,1.47,,0.080,,0.020,0.118,9.0,75,493,0.016,,0.28,0.004,0.46,
2/18/2013,2/24/2013,29,,100.0,"3,600",277,"1,986",95,9.2,9.0,0.091,0.103,0.091,0.058,0.058,18.4,< 1,1.59,,0.073,,0.018,0.087,9.5,60,520,0.014,,0.24,0.004,0.46,
2/25/2013,3/3/2013,29,,100.0,"3,600",277,"1,986",95,9.2,9.1,0.090,0.101,0.090,0.057,0.057,18.4,< 1,1.63,,0.067,,0.016,0.056,9.4,33,180,0.011,,0.27,0.004,0.43,
3/4/2013,3/10/2013,29,,100.0,"3,600",277,"1,986",95,9.2,9.1,0.090,0.100,0.090,0.058,0.058,18.4,< 1,1.60,,0.064,,0.016,0.097,9.7,42,235,0.007,,0.22,0.005,0.43,
3/11/2013,3/17/2013,29,,97.9,"3,526",276,"1,940",91,9.2,9.1,0.091,0.099,0.091,0.058,0.058,17.9,< 1,1.30,,0.065,,0.017,0.080,10.0,52,290,0.005,,0.17,0.003,0.41,
3/18/2013,3/24/2013,29,,100.0,"3,600",277,"1,986",93,9.2,9.1,0.090,0.098,0.090,0.058,0.059,18.5,< 1,1.60,,0.066,,0.017,0.086,10.1,63,320,0.005,,0.10,0.004,0.43,
3/25/2013,3/31/2013,29,,100.0,"3,600",277,"1,986",93,9.1,9.1,0.090,0.098,0.090,0.059,0.059,18.5,< 1,1.27,,0.066,,0.018,0.092,10.4,70,363,0.007,,0.07,0.003,0.42,
4/1/2013,4/7/2013,29,,100.0,"3,600",277,"1,986",93,9.1,9.0,0.093,0.100,0.092,0.058,0.058,18.5,< 1,1.41,0.004,0.060,,0.017,,10.3,50,255,0.004,,0.20,0.002,0.42,
4/8/2013,4/14/2013,29,TV71,99.9,"3,597",277,"1,984",93,9.3,9.2,0.132,0.122,0.105,0.057,0.057,18.4,< 1,4.51,0.012,0.099,,0.023,0.240,9.4,28,164,0.029,5.8,0.24,0.003,0.43,
4/15/2013,4/21/2013,29,TV71,100.0,"3,600",277,"1,986",93,9.3,9.2,0.101,0.100,0.106,0.058,0.058,18.5,< 1,4.74,0.010,0.095,,0.024,0.256,9.2,42,230,0.015,,0.18,0.006,0.43,
4/22/2013,4/28/2013,29,TV71,98.6,"3,548",276,"1,954",89,9.2,9.2,0.093,0.099,0.093,0.058,0.058,18.1,< 1,4.28,0.005,0.139,,0.025,0.244,9.6,53,323,0.011,,0.10,0.003,0.43,
4/29/2013,5/5/2013,29,,100.0,"3,600",276,"1,986",92,9.3,9.2,0.090,0.098,0.090,0.059,0.059,18.4,< 1,,,,,,,10.0,58,355,0.007,,,,,
5/6/2013,5/12/2013,29,,100.0,"3,600",277,"1,986",92,9.3,9.2,0.091,0.097,0.090,0.059,0.059,18.4,< 1,1.60,,0.050,,0.019,0.070,10.2,65,428,0.005,,0.08,0.005,0.44,
5/13/2013,5/19/2013,29,,100.0,"3,600",277,"1,986",93,9.2,9.1,0.091,0.098,0.092,0.058,0.059,18.4,< 1,0.90,,0.050,,0.019,0.080,10.3,60,525,0.005,,0.13,0.004,0.45,
5/20/2013,5/26/2013,29,TV71,99.9,"3,597",276,"1,984",93,9.3,9.3,0.132,0.123,0.105,0.058,0.057,18.4,< 1,0.80,,0.050,,0.015,,9.3,28,231,0.071,5.3,0.13,0.004,0.42,
5/27/2013,6/2/2013,29,TV71,100.0,"3,600",277,"1,985",93,9.3,9.3,0.106,0.104,0.106,0.058,0.058,18.5,< 1,,,,,,,9.3,40,265,0.009,,,,,
6/3/2013,6/9/2013,29,,100.0,"3,600",277,"1,986",94,9.3,9.2,0.094,0.101,0.096,0.059,0.059,18.5,< 1,2.65,,0.080,,0.023,0.130,9.7,53,365,0.011,,0.16,0.003,0.43,
6/10/2013,6/16/2013,29,,99.8,"3,594",277,"1,982",94,9.3,9.2,0.090,0.102,0.090,0.059,0.059,18.4,< 1,1.00,,0.030,,0.018,0.070,10.4,65,443,0.011,,0.28,0.005,,
6/17/2013,6/23/2013,29,,96.1,"3,458",276,"1,899",88,9.3,9.2,0.092,0.100,0.091,0.060,0.060,17.4,< 1,1.20,,0.060,,0.019,0.090,11.2,80,555,0.021,,0.09,,0.44,
6/24/2013,6/30/2013,29,,100.0,"3,600",277,"1,986",96,9.1,9.0,0.091,0.103,0.091,0.059,0.060,18.5,< 1,1.10,,0.050,,0.019,0.160,10.9,65,618,0.006,,0.20,0.003,0.42,
7/1/2013,7/7/2013,29,TV71,97.7,"3,519",276,"1,936",93,9.3,9.2,0.123,0.124,0.108,0.058,0.058,17.9,< 1,1.90,,0.050,,0.023,0.095,9.7,35,297,0.040,5.1,,,,
7/8/2013,7/14/2013,29,,99.6,"3,585",277,"1,977",94,9.2,9.1,0.092,0.106,0.091,0.059,0.059,18.4,< 1,1.20,0.010,0.020,,0.020,0.120,10.6,55,408,0.040,1.0,0.09,0.004,0.43,
7/15/2013,7/21/2013,29,,98.7,"3,553",277,"1,957",94,9.2,9.2,0.091,0.100,0.091,0.060,0.060,18.1,< 1,1.50,,0.060,,0.018,0.070,10.7,72,525,0.011,,0.04,0.005,0.40,
7/22/2013,7/28/2013,29,,96.5,"3,473",276,"1,908",92,9.2,9.1,0.090,0.103,0.091,0.061,0.061,17.5,< 1,1.30,,0.040,,0.018,0.080,10.9,92,660,0.015,,0.08,0.004,0.45,
7/29/2013,8/4/2013,29,,97.5,"3,511",277,"1,931",94,9.3,9.2,0.089,0.100,0.090,0.062,0.062,17.8,< 1,1.10,,0.030,,0.021,0.120,11.0,105,813,0.012,,0.07,0.006,0.39,
8/5/2013,8/11/2013,29,,99.2,"3,570",277,"1,967",95,9.1,9.0,0.091,0.107,0.091,0.059,0.061,18.3,< 1,1.10,,,,0.018,0.090,10.2,60,580,0.011,,0.26,0.008,,
8/12/2013,8/18/2013,29,,99.9,"3,595",277,"1,983",99,9.2,9.1,0.089,0.101,0.089,0.059,0.060,18.5,< 1,1.50,,0.040,,,0.060,10.3,45,480,0.013,,0.15,0.008,0.41,
8/19/2013,8/25/2013,29,,99.0,"3,564",277,"1,963",100,9.2,9.1,0.090,0.101,0.091,0.061,0.061,18.2,< 1,0.80,,0.040,,0.017,0.060,10.9,57,593,0.011,,0.06,0.008,,
8/26/2013,9/1/2013,29,,91.0,"3,276",277,"1,795",94,9.3,9.2,0.105,0.109,0.098,0.059,0.059,16.9,< 1,1.00,,0.020,,0.016,0.070,11.3,48,693,0.008,,,,,
9/2/2013,9/8/2013,shutdown,,1.4,50,69,53,32,6.5,4.7,0.433,0.739,0.569,0.187,0.221,-0.6,<1.5E+00,,,,,,,,52,,,,,,,
9/9/2013,9/15/2013,shutdown,,0.0,0,30,28,31,0.5,0.0,0.967,0.995,0.820,0.426,0.485,-1.0,,,,,,,,,70,,,,,,,
9/16/2013,9/22/2013,shutdown,,0.0,0,35,10,32,-0.1,0.3,1.000,1.119,0.931,0.491,0.572,0.0,,,,,,,,14.7,82,150,,,,,,
9/23/2013,9/29/2013,shutdown,,20.2,726,178,374,41,6.3,6.4,0.488,0.740,0.479,0.260,0.285,2.8,7,,,,,,,50.0,193,290,,,,,,
9/30/2013,10/6/2013,30,,97.5,"3,510",276,"1,933",85,9.2,9.0,0.087,0.114,0.089,0.064,0.064,17.1,4,2.20,0.040,0.320,,0.032,0.160,7.5,117,625,0.013,,0.14,0.005,0.55,
10/7/2013,10/13/2013,30,,100.0,"3,600",276,"1,987",87,9.1,8.9,0.089,0.108,0.090,0.061,0.061,18.5,5,1.50,,0.220,,0.027,0.150,8.9,100,803,0.002,,0.08,0.006,0.49,
10/14/2013,10/20/2013,30,,100.0,"3,600",276,"1,987",86,9.2,9.0,0.089,0.096,0.090,0.060,0.060,18.5,< 1,1.10,,0.170,,0.025,0.130,9.2,40,495,0.004,,0.06,0.005,0.43,
10/21/2013,10/27/2013,30,,100.0,"3,599",276,"1,986",86,9.3,9.1,0.089,0.093,0.089,0.062,0.062,18.5,< 1,1.50,,0.140,,0.023,0.120,9.6,53,735,0.002,,0.01,0.006,0.43,
10/28/2013,11/3/2013,30,,100.0,"3,600",276,"1,987",86,9.2,9.0,0.087,0.095,0.089,0.060,0.060,18.5,< 1,1.20,,0.140,,0.022,0.100,10.1,65,918,0.002,,0.12,0.004,0.42,
11/4/2013,11/10/2013,30,,100.0,"3,600",276,"1,987",85,9.2,9.0,0.090,0.095,0.091,0.059,0.059,18.5,< 1,1.50,,0.140,,0.022,0.100,9.7,30,328,0.002,,0.24,0.004,0.38,
11/11/2013,11/17/2013,30,,100.0,"3,599",276,"1,986",86,9.2,9.0,0.089,0.094,0.089,0.060,0.059,18.5,< 1,0.90,,0.090,,0.022,0.090,9.7,37,470,0.002,,0.36,0.006,,
11/18/2013,11/24/2013,30,,100.0,"3,600",276,"1,987",87,9.2,9.0,0.088,0.092,0.088,0.060,0.060,18.5,< 1,1.10,,0.090,,0.019,0.090,9.7,45,555,< 0.001,,0.29,,0.39,
11/25/2013,12/1/2013,30,,100.0,"3,600",276,"1,987",86,9.1,8.9,0.087,0.099,0.090,0.059,0.059,18.5,< 1,0.90,,0.090,,0.022,0.080,10.1,53,645,< 0.001,,0.20,0.005,0.40,
12/2/2013,12/8/2013,30,,99.0,"3,563",276,"1,963",85,9.1,9.0,0.121,0.124,0.105,0.057,0.057,18.2,< 1,1.00,,0.080,,0.020,0.080,9.6,22,239,0.018,3.1,0.17,0.003,0.39,
12/9/2013,12/15/2013,30,TV71,100.0,"3,600",277,"1,986",88,9.2,9.1,0.126,0.125,0.106,0.058,0.058,18.5,< 1,4.20,0.020,0.090,,0.028,0.210,9.1,28,332,0.056,3.3,0.25,0.005,0.42,
12/16/2013,12/22/2013,30,TV71,100.0,"3,600",277,"1,986",88,9.2,9.1,0.120,0.113,0.106,0.059,0.059,18.5,< 1,5.10,,0.070,,0.029,0.200,8.7,40,434,0.056,3.4,0.25,0.004,0.40,
12/23/2013,12/29/2013,30,,100.0,"3,600",277,"1,986",88,9.1,9.0,0.093,0.098,0.089,0.060,0.060,18.5,< 1,,,,,,,,50,,,,,,,
12/30/2013,1/5/2014,30,,100.0,"3,600",277,"1,986",88,9.1,9.0,0.087,0.096,0.088,0.060,0.061,18.5,< 1,,,,0.107,,,,63,,,,,,,0.021
1/6/2014,1/12/2014,30,,99.9,"3,598",277,"1,985",88,9.1,9.0,0.088,0.097,0.089,0.061,0.061,18.5,< 1,1.20,,0.050,0.102,0.018,0.070,9.9,63,623,0.009,,0.17,0.004,0.40,0.032
1/13/2014,1/19/2014,30,,100.0,"3,599",277,"1,986",89,9.1,8.9,0.091,0.100,0.091,0.059,0.059,18.5,< 1,1.10,,0.060,0.119,0.020,0.100,10.1,55,688,0.008,,0.18,0.004,0.42,0.025
1/20/2014,1/26/2014,30,,100.0,"3,600",277,"1,986",89,9.1,9.0,0.091,0.100,0.091,0.058,0.058,18.5,< 1,0.80,,0.070,0.244,0.019,0.070,9.6,22,225,0.006,,0.30,0.004,0.42,0.038
1/27/2014,2/2/2014,30,,100.0,"3,600",277,"1,986",89,9.1,9.0,0.090,0.098,0.090,0.058,0.058,18.5,< 1,1.10,,0.060,0.109,0.020,0.070,9.9,35,333,0.005,,0.28,,0.42,0.024
2/3/2014,2/9/2014,30,,100.0,"3,599",277,"1,985",89,9.1,9.0,0.090,0.098,0.090,0.059,0.059,18.5,< 1,1.20,,0.060,,0.020,0.070,10.1,45,425,0.015,,0.44,0.003,0.42,
2/10/2014,2/16/2014,30,,100.0,"3,600",277,"1,986",89,9.1,9.0,0.089,0.097,0.090,0.060,0.060,18.5,< 1,1.10,,0.050,,0.020,0.060,10.2,53,498,0.012,,0.20,0.003,0.43,
2/17/2014,2/23/2014,30,,99.2,"3,573",276,"1,969",88,9.2,9.0,0.106,0.114,0.105,0.061,0.061,18.3,< 1,0.80,,0.050,,0.020,0.060,10.0,60,555,0.022,4.0,0.13,0.001,,
2/24/2014,3/2/2014,30,,100.0,"3,600",277,"1,986",89,9.0,8.9,0.091,0.104,0.092,0.059,0.059,18.5,< 1,1.30,,0.050,,0.019,0.070,10.1,50,583,0.016,,0.29,0.004,0.43,
3/3/2014,3/9/2014,30,,100.0,"3,600",277,"1,987",90,9.2,9.0,0.092,0.101,0.091,0.058,0.058,18.6,< 1,1.30,0.010,0.060,,0.020,0.090,9.7,23,220,0.009,,0.35,0.006,0.43,
3/10/2014,3/16/2014,30,,100.0,"3,600",277,"1,986",90,9.2,9.0,0.090,0.097,0.090,0.058,0.058,18.6,< 1,1.10,,0.060,,0.022,0.070,9.7,33,303,0.015,,0.28,0.005,0.41,
3/17/2014,3/23/2014,30,,100.0,"3,599",277,"1,985",90,9.1,9.0,0.105,0.107,0.104,0.059,0.059,18.5,< 1,1.30,,0.040,,0.020,0.080,9.7,45,418,0.022,3.6,0.16,0.004,0.42,
3/24/2014,3/30/2014,30,,100.0,"3,599",277,"1,985",90,9.0,8.9,0.089,0.093,0.089,0.059,0.060,18.5,< 1,1.20,,0.120,,0.020,0.120,9.9,50,460,0.021,,0.17,0.003,0.42,
3/31/2014,4/6/2014,30,,100.0,"3,599",277,"1,985",91,9.2,9.0,0.089,0.092,0.089,0.060,0.060,18.5,< 1,1.10,,0.050,,0.021,0.070,10.2,67,560,0.010,,0.31,0.004,0.43,
4/7/2014,4/13/2014,30,,100.0,"3,599",277,"1,985",91,9.2,9.0,0.092,0.095,0.091,0.058,0.058,18.5,< 1,1.10,,0.060,,0.021,0.070,10.1,37,408,0.006,,0.07,0.004,0.42,
4/14/2014,4/20/2014,30,,99.9,"3,598",277,"1,985",91,9.2,9.1,0.091,0.094,0.091,0.058,0.058,18.5,< 1,0.80,,0.040,,0.021,0.070,9.9,28,288,0.008,,0.23,0.005,0.41,
4/21/2014,4/27/2014,30,,100.0,"3,599",277,"1,986",92,9.2,9.1,0.091,0.093,0.090,0.059,0.059,18.5,< 1,0.80,,0.060,,0.020,0.070,9.9,38,437,0.010,,0.10,0.004,0.39,
4/28/2014,5/4/2014,30,,100.0,"3,599",277,"1,986",93,9.2,9.1,0.103,0.105,0.102,0.060,0.060,18.5,< 1,1.00,,0.050,,0.020,0.080,10.0,52,505,0.017,3.3,0.20,0.007,0.40,
5/5/2014,5/11/2014,30,,100.0,"3,600",277,"1,986",93,9.1,8.9,0.090,0.094,0.091,0.058,0.058,18.5,< 1,1.10,,0.040,,0.021,0.050,9.9,35,415,0.017,,0.17,0.007,0.40,
